Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,29.6,25.4,34.3,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,LONELINESS,CrdPrv,Loneliness
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,4.4,3.7,5.2,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.9,3.2,4.6,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.4,7.2,7.6,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.6,4.4,4.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,COPD,AgeAdjPrv,COPD
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20.1,19.9,20.3,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,89.3,88.7,89.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67,66.6,67.5,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.5,24.1,24.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,AgeAdjPrv,Obesity
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.8,76.5,77.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
2018,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,6.5,8.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.6,3.4,3.7,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.7,11.1,12.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,GHLTH,AgeAdjPrv,General Health
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.7,69.6,71.7,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.2,8,8.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.2,8.1,8.4,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.5,22.1,22.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.2,11.4,13,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.6,5.6,5.7,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,2.3,2.4,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,STROKE,AgeAdjPrv,Stroke
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,28.7,28.4,28.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,20.2,19.9,20.5,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,46.7,44.5,48.7,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.6,18.3,19,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.6,24.3,25,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.1,78.9,81.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.7,28.4,28.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.3,4.1,4.6,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,COPD,CrdPrv,COPD
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2,2,2.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,STROKE,CrdPrv,Stroke
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,76.6,75.6,77.6,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.2,2.2,2.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,76.1,75,77.2,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.2,13.2,15.2,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,1.9,1.9,2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,16.8,16.1,17.5,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,21.1,20.9,21.4,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,BINGE,CrdPrv,Binge Drinking
2018,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.2,30.7,31.7,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.5,75.2,75.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2018,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.5,31.9,33,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2018,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8,6.8,9.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,16.9,16.3,17.7,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,11.4,12.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54.3,53.9,54.6,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
2019,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,13,12.1,13.8,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,43.4,41.4,45.4,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,89.9,89.4,90.5,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.4,88,88.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78,76.9,79.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.7,6.5,6.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DIABETES,CrdPrv,Diabetes
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,72.2,71.2,73.2,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.1,11.7,12.6,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.6,6.7,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.5,26.2,26.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.6,25.1,26,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.5,10.9,12.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.7,8.4,9.1,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.2,11.4,12.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
2019,NC,North Carolina,Huntersville,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.6,8.3,9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45.6,43.4,47.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,21.8,21.5,22.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression
2019,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.3,4.2,4.5,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
2019,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,88.5,88.1,88.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
2018,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.2,41.2,45.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREW,CrdPrv,Core preventive services for older women
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.1,78,80.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.3,66.3,74.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,20.2,17.9,22.7,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,9.5,8.3,10.7,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,88.3,87.7,88.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,2.2,2.6,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,21.6,18.5,24.9,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.6,18.6,24.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,15.1,12.8,17.8,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.9,21.1,26.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,8.7,7.7,9.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,GHLTH,CrdPrv,General Health
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,76.8,76,77.5,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.6,27.1,34.3,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.1,11.6,14.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,4.8,5.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,8.2,7.2,9.3,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.5,8.3,10.6,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.9,28.4,29.5,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,74.4,73.4,75.3,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4,3.5,4.5,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,COPD,CrdPrv,COPD
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,14.7,12.4,17.2,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,LPA,CrdPrv,Physical Inactivity
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88,85.9,89.8,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.4,52.8,61.9,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,7.7,6.8,8.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,21.8,19.3,24.8,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,DISABILITY,AgeAdjPrv,Any Disability
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.7,4.2,5.2,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.5,3.1,3.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,NC,North Carolina,Huntersville,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.9,7,8.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,54.2,52,56.2,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,1.9,1.7,2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NC,North Carolina,Huntersville,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.1,7,9.3,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.8,7.8,9.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.1,1.9,2.2,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,5,6.3,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,HEARING,AgeAdjPrv,Hearing Disability
2020,NC,North Carolina,Huntersville,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,57.7,55.2,60.1,"46,933",POINT (-80.87857903 35.40587489),3733120,PREVENT,COREM,CrdPrv,Core preventive services for older men
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.9,26.4,35.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NC,North Carolina,Huntersville,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,10.3,8.7,12.2,"46,933",POINT (-80.87857903 35.40587489),3733120,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,25.8,22.9,28.9,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
2021,NC,North Carolina,Huntersville,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.3,3.8,4.8,"46,933",POINT (-80.87857903 35.40587489),3733120,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
2021,NC,North Carolina,Huntersville,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.1,8,10.4,"46,933",POINT (-80.87857903 35.40587489),3733120,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability
